Date,Timestamp, Ticker,  Message ,  Price , % of Vol , Block Type , Value , SecurityType, Industry, Sector,  30DayAverage , Float, EarningsDate
11/15/2019,10:35:02 AM,DHR," 500,000 ", $141.96 ,23%,BLOCK,$70.0M,Equity,Medical Instruments & Equipment,Health Care Equipment," 2,155,811 ",636,20200204
11/15/2019,11:01:18 AM,DHR," 500,000 ", $141.80 ,23%,BLOCK,$70.0M,Equity,Medical Instruments & Equipment,Health Care Equipment," 2,155,811 ",636,20200204
11/15/2019,3:30:52 PM,DHR," 500,000 ", $142.22 ,23%,BLOCK,$71.0M,Equity,Medical Instruments & Equipment,Health Care Equipment," 2,155,811 ",636,20200204
11/15/2019,11:12:15 AM,DHR," 430,000 ", $141.73 ,20%,BLOCK,$60.0M,Equity,Medical Instruments & Equipment,Health Care Equipment," 2,155,811 ",636,20200204
11/15/2019,11:14:01 AM,DHR," 320,000 ", $141.73 ,15%,BLOCK,$45.0M,Equity,Medical Instruments & Equipment,Health Care Equipment," 2,155,811 ",636,20200204
11/15/2019,11:50:55 AM,DHR," 300,000 ", $141.41 ,14%,BLOCK,$42.0M,Equity,Medical Instruments & Equipment,Health Care Equipment," 2,155,811 ",636,20200204
11/15/2019,11:53:30 AM,DHR," 300,000 ", $141.51 ,14%,BLOCK,$42.0M,Equity,Medical Instruments & Equipment,Health Care Equipment," 2,155,811 ",636,20200204
11/15/2019,10:14:49 AM,DHR," 250,000 ", $141.70 ,12%,BLOCK,$35.0M,Equity,Medical Instruments & Equipment,Health Care Equipment," 2,155,811 ",636,20200204
11/15/2019,10:19:34 AM,DHR," 250,000 ", $141.79 ,12%,BLOCK,$35.0M,Equity,Medical Instruments & Equipment,Health Care Equipment," 2,155,811 ",636,20200204
11/15/2019,10:23:27 AM,DHR," 250,000 ", $142.25 ,12%,BLOCK,$35.0M,Equity,Medical Instruments & Equipment,Health Care Equipment," 2,155,811 ",636,20200204
11/15/2019,10:31:21 AM,DHR," 250,000 ", $142.00 ,12%,BLOCK,$35.0M,Equity,Medical Instruments & Equipment,Health Care Equipment," 2,155,811 ",636,20200204
11/15/2019,10:49:44 AM,DHR," 250,000 ", $141.97 ,12%,BLOCK,$35.0M,Equity,Medical Instruments & Equipment,Health Care Equipment," 2,155,811 ",636,20200204
11/15/2019,10:53:36 AM,DHR," 250,000 ", $141.80 ,12%,BLOCK,$35.0M,Equity,Medical Instruments & Equipment,Health Care Equipment," 2,155,811 ",636,20200204
11/15/2019,11:01:05 AM,DHR," 250,000 ", $141.74 ,12%,BLOCK,$35.0M,Equity,Medical Instruments & Equipment,Health Care Equipment," 2,155,811 ",636,20200204
11/15/2019,12:05:23 PM,DHR," 250,000 ", $141.30 ,12%,BLOCK,$35.0M,Equity,Medical Instruments & Equipment,Health Care Equipment," 2,155,811 ",636,20200204
11/15/2019,3:40:54 PM,DHR," 250,000 ", $142.30 ,12%,DARK BLOCK,$35.0M,Equity,Medical Instruments & Equipment,Health Care Equipment," 2,155,811 ",636,20200204
11/15/2019,11:01:01 AM,DHR," 200,000 ", $141.80 ,9%,BLOCK,$28.0M,Equity,Medical Instruments & Equipment,Health Care Equipment," 2,155,811 ",636,20200204
11/15/2019,11:50:17 AM,DHR," 200,000 ", $141.40 ,9%,BLOCK,$28.0M,Equity,Medical Instruments & Equipment,Health Care Equipment," 2,155,811 ",636,20200204
11/15/2019,12:07:41 PM,DHR," 200,000 ", $141.34 ,9%,BLOCK,$28.0M,Equity,Medical Instruments & Equipment,Health Care Equipment," 2,155,811 ",636,20200204
11/15/2019,1:50:55 PM,DHR," 190,000 ", $141.75 ,9%,BLOCK,$26.0M,Equity,Medical Instruments & Equipment,Health Care Equipment," 2,155,811 ",636,20200204
11/15/2019,11:42:00 AM,DHR," 163,000 ", $141.50 ,8%,BLOCK,$23.0M,Equity,Medical Instruments & Equipment,Health Care Equipment," 2,155,811 ",636,20200204
11/15/2019,10:02:53 AM,DHR," 150,000 ", $142.05 ,7%,DARK BLOCK,$21.0M,Equity,Medical Instruments & Equipment,Health Care Equipment," 2,155,811 ",636,20200204
11/15/2019,10:10:47 AM,DHR," 150,000 ", $141.58 ,7%,BLOCK,$21.0M,Equity,Medical Instruments & Equipment,Health Care Equipment," 2,155,811 ",636,20200204
11/15/2019,10:45:24 AM,DHR," 150,000 ", $141.80 ,7%,BLOCK,$21.0M,Equity,Medical Instruments & Equipment,Health Care Equipment," 2,155,811 ",636,20200204
11/15/2019,4:03:21 PM,DHR," 150,000 ", $142.87 ,7%,DARK BLOCK,$21.0M,Equity,Medical Instruments & Equipment,Health Care Equipment," 2,155,811 ",636,20200204
11/15/2019,10:10:33 AM,DHR," 100,000 ", $141.58 ,5%,BLOCK,$14.0M,Equity,Medical Instruments & Equipment,Health Care Equipment," 2,155,811 ",636,20200204
11/15/2019,10:20:23 AM,DHR," 100,000 ", $142.25 ,5%,BLOCK,$14.0M,Equity,Medical Instruments & Equipment,Health Care Equipment," 2,155,811 ",636,20200204
11/15/2019,10:40:30 AM,DHR," 100,000 ", $141.75 ,5%,BLOCK,$14.0M,Equity,Medical Instruments & Equipment,Health Care Equipment," 2,155,811 ",636,20200204
11/15/2019,10:40:41 AM,DHR," 100,000 ", $141.75 ,5%,DARK BLOCK,$14.0M,Equity,Medical Instruments & Equipment,Health Care Equipment," 2,155,811 ",636,20200204
11/15/2019,10:42:17 AM,DHR," 100,000 ", $141.85 ,5%,DARK BLOCK,$14.0M,Equity,Medical Instruments & Equipment,Health Care Equipment," 2,155,811 ",636,20200204
11/15/2019,10:45:36 AM,DHR," 100,000 ", $141.75 ,5%,BLOCK,$14.0M,Equity,Medical Instruments & Equipment,Health Care Equipment," 2,155,811 ",636,20200204
11/15/2019,11:14:08 AM,DHR," 100,000 ", $141.75 ,5%,BLOCK,$14.0M,Equity,Medical Instruments & Equipment,Health Care Equipment," 2,155,811 ",636,20200204
11/15/2019,11:54:51 AM,DHR," 100,000 ", $141.41 ,5%,BLOCK,$14.0M,Equity,Medical Instruments & Equipment,Health Care Equipment," 2,155,811 ",636,20200204
11/15/2019,12:59:03 PM,DHR," 100,000 ", $141.20 ,5%,BLOCK,$14.0M,Equity,Medical Instruments & Equipment,Health Care Equipment," 2,155,811 ",636,20200204
11/15/2019,1:53:08 PM,DHR," 100,000 ", $141.75 ,5%,BLOCK,$14.0M,Equity,Medical Instruments & Equipment,Health Care Equipment," 2,155,811 ",636,20200204
11/15/2019,1:55:00 PM,DHR," 100,000 ", $141.75 ,5%,BLOCK,$14.0M,Equity,Medical Instruments & Equipment,Health Care Equipment," 2,155,811 ",636,20200204
11/15/2019,2:17:05 PM,DHR," 100,000 ", $141.90 ,5%,BLOCK,$14.0M,Equity,Medical Instruments & Equipment,Health Care Equipment," 2,155,811 ",636,20200204
11/15/2019,2:35:32 PM,DHR," 100,000 ", $141.75 ,5%,BLOCK,$14.0M,Equity,Medical Instruments & Equipment,Health Care Equipment," 2,155,811 ",636,20200204
11/15/2019,3:51:06 PM,DHR," 100,000 ", $142.22 ,5%,DARK BLOCK,$14.0M,Equity,Medical Instruments & Equipment,Health Care Equipment," 2,155,811 ",636,20200204
11/15/2019,4:24:49 PM,DIS," 204,757 ", $144.67 ,2%,DARK BLOCK,$29.0M,Equity,Entertainment,Media," 10,807,546 ",1794,20200204
11/15/2019,5:42:08 PM,DIS," 135,133 ", $144.67 ,1%,DARK BLOCK,$19.0M,Equity,Entertainment,Media," 10,807,546 ",1794,20200204
11/15/2019,4:41:29 PM,DIS," 124,875 ", $144.67 ,1%,DARK BLOCK,$18.0M,Equity,Entertainment,Media," 10,807,546 ",1794,20200204
11/15/2019,4:00:04 PM,DISH," 220,690 ", $35.95 ,13%,DARK BLOCK,$7.9M,Equity,Radio & Television,Media," 1,660,772 ",221,20200212
11/15/2019,11:22:26 AM,DLS," 204,350 ", $67.91 ,366%,DARK ISOBB,$13.0M,ETF/Fund,ETFs,Miscellaneous," 55,770 ",24,N/A
11/15/2019,10:32:40 AM,DRSK," 250,856 ", $27.42 ,1289%,DARK BLOCK,$6.8M,ETF/Fund,,," 19,461 ",5,N/A
11/15/2019,5:40:29 PM,DUK," 176,497 ", $88.58 ,6%,DARK BLOCK,$15.0M,Equity,Electric Utilities,Electric Utilities," 2,866,708 ",727,20200213
11/15/2019,4:24:49 PM,EBAY," 360,147 ", $35.27 ,5%,DARK BLOCK,$12.0M,Equity,Internet & Software,IT Services & Software," 7,376,277 ",762,20200204
11/15/2019,1:11:23 PM,EEM," 2,000,000 ", $43.20 ,3%,BLOCK,$86.0M,ETF/Fund,ETFs,Miscellaneous," 57,269,430 ",623,N/A
11/15/2019,1:51:39 PM,EEM," 2,000,000 ", $43.20 ,3%,BLOCK,$86.0M,ETF/Fund,ETFs,Miscellaneous," 57,269,430 ",623,N/A
11/15/2019,1:28:12 PM,EEM," 1,650,000 ", $43.20 ,3%,BLOCK,$71.0M,ETF/Fund,ETFs,Miscellaneous," 57,269,430 ",623,N/A
11/15/2019,9:33:24 AM,EEM," 1,150,000 ", $43.08 ,2%,BLOCK,$49.0M,ETF/Fund,ETFs,Miscellaneous," 57,269,430 ",623,N/A
11/15/2019,1:13:06 PM,EEM," 1,000,000 ", $43.20 ,2%,BLOCK,$43.0M,ETF/Fund,ETFs,Miscellaneous," 57,269,430 ",623,N/A
11/15/2019,2:04:09 PM,EEM," 904,000 ", $43.17 ,2%,BLOCK,$39.0M,ETF/Fund,ETFs,Miscellaneous," 57,269,430 ",623,N/A
11/15/2019,10:05:49 AM,EEM," 900,000 ", $43.05 ,2%,DARK BLOCK,$38.0M,ETF/Fund,ETFs,Miscellaneous," 57,269,430 ",623,N/A
11/15/2019,11:41:23 AM,EEM," 750,000 ", $43.20 ,1%,DARK ISO,$32.0M,ETF/Fund,ETFs,Miscellaneous," 57,269,430 ",623,N/A
11/15/2019,2:40:53 PM,EEM," 500,000 ", $43.18 ,1%,DARK BLOCK,$21.0M,ETF/Fund,ETFs,Miscellaneous," 57,269,430 ",623,N/A
11/15/2019,5:14:22 PM,EEM," 348,392 ", $43.13 ,1%,DARK BLOCK,$15.0M,ETF/Fund,ETFs,Miscellaneous," 57,269,430 ",623,N/A
11/15/2019,5:16:06 PM,EEM," 331,100 ", $43.13 ,1%,DARK BLOCK,$14.0M,ETF/Fund,ETFs,Miscellaneous," 57,269,430 ",623,N/A
11/15/2019,11:09:12 AM,EEM," 293,141 ", $43.18 ,1%,DARK BLOCK,$12.0M,ETF/Fund,ETFs,Miscellaneous," 57,269,430 ",623,N/A
11/15/2019,1:22:24 PM,EEM," 250,000 ", $43.20 ,0%,BLOCK,$10.0M,ETF/Fund,ETFs,Miscellaneous," 57,269,430 ",623,N/A
11/15/2019,1:57:23 PM,EEM," 250,000 ", $43.18 ,0%,BLOCK,$10.0M,ETF/Fund,ETFs,Miscellaneous," 57,269,430 ",623,N/A
11/15/2019,11:00:49 AM,EEM," 225,000 ", $43.16 ,0%,BLOCK,$9.7M,ETF/Fund,ETFs,Miscellaneous," 57,269,430 ",623,N/A
11/15/2019,4:00:07 PM,EEM," 212,415 ", $43.13 ,0%,DARK BLOCK,$9.1M,ETF/Fund,ETFs,Miscellaneous," 57,269,430 ",623,N/A
11/15/2019,12:29:57 PM,EEM," 185,000 ", $43.21 ,0%,DARK BLOCK,$7.9M,ETF/Fund,ETFs,Miscellaneous," 57,269,430 ",623,N/A
11/15/2019,5:42:14 PM,EEM," 177,122 ", $43.13 ,0%,DARK AVGPRC,$7.6M,ETF/Fund,ETFs,Miscellaneous," 57,269,430 ",623,N/A
11/15/2019,10:12:10 AM,EEM," 150,000 ", $43.10 ,0%,DARK BLOCK,$6.4M,ETF/Fund,ETFs,Miscellaneous," 57,269,430 ",623,N/A
11/15/2019,10:16:40 AM,EEM," 150,000 ", $43.08 ,0%,DARK BLOCK,$6.4M,ETF/Fund,ETFs,Miscellaneous," 57,269,430 ",623,N/A
11/15/2019,10:16:46 AM,EEM," 150,000 ", $43.08 ,0%,DARK BLOCK,$6.4M,ETF/Fund,ETFs,Miscellaneous," 57,269,430 ",623,N/A
11/15/2019,5:42:15 PM,EFA," 745,378 ", $68.32 ,4%,DARK BLOCK,$50.0M,ETF/Fund,ETFs,Miscellaneous," 21,175,859 ",906,N/A
11/15/2019,5:17:02 PM,EFA," 509,000 ", $68.32 ,2%,DARK BLOCK,$34.0M,ETF/Fund,ETFs,Miscellaneous," 21,175,859 ",906,N/A
11/15/2019,10:01:05 AM,EFA," 470,000 ", $68.05 ,2%,BLOCK,$31.0M,ETF/Fund,ETFs,Miscellaneous," 21,175,859 ",906,N/A
11/15/2019,3:05:26 PM,EFA," 430,000 ", $68.24 ,2%,BLOCK,$29.0M,ETF/Fund,ETFs,Miscellaneous," 21,175,859 ",906,N/A
11/15/2019,9:55:15 AM,EFA," 405,000 ", $68.12 ,2%,BLOCK,$27.0M,ETF/Fund,ETFs,Miscellaneous," 21,175,859 ",906,N/A
11/15/2019,9:57:17 AM,EFA," 405,000 ", $68.12 ,2%,BLOCK,$27.0M,ETF/Fund,ETFs,Miscellaneous," 21,175,859 ",906,N/A
11/15/2019,12:50:06 PM,EFA," 340,000 ", $68.25 ,2%,BLOCK,$23.0M,ETF/Fund,ETFs,Miscellaneous," 21,175,859 ",906,N/A
11/15/2019,12:36:39 PM,EFA," 198,400 ", $68.24 ,1%,BLOCK,$13.0M,ETF/Fund,ETFs,Miscellaneous," 21,175,859 ",906,N/A
11/15/2019,2:36:25 PM,EFA," 150,000 ", $68.23 ,1%,DARK ISO,$10.0M,ETF/Fund,ETFs,Miscellaneous," 21,175,859 ",906,N/A
11/15/2019,3:07:34 PM,EFA," 150,000 ", $68.26 ,1%,DARK ISO,$10.0M,ETF/Fund,ETFs,Miscellaneous," 21,175,859 ",906,N/A
11/15/2019,5:40:33 PM,EFX," 106,202 ", $138.40 ,11%,DARK BLOCK,$14.0M,Equity,Business Services,Commercial Services & Supplies," 945,626 ",120,20200219
11/15/2019,10:13:39 AM,EHC," 130,004 ", $69.40 ,21%,DARK BLOCK,$9.0M,Equity,Hospitals & Health Care Facilities,Health Care Services," 622,981 ",98,20200206
11/15/2019,9:12:40 AM,ELAN," 278,841 ", $25.29 ,8%,DARK BLOCK,$7.0M,Equity,Pharmaceuticals,Pharmaceuticals & Biotechnology," 3,286,334 ",365,20200205
11/15/2019,12:17:28 PM,EMB," 145,712 ", $112.59 ,5%,DARK BLOCK,$16.0M,ETF/Fund,ETFs,Miscellaneous," 3,078,857 ",132,N/A
11/15/2019,12:30:06 PM,EMLC," 389,300 ", $33.31 ,23%,DARK ISOAADay,$12.0M,ETF/Fund,ETFs,Miscellaneous," 1,711,543 ",147,N/A
11/15/2019,10:44:30 AM,EMLC," 344,750 ", $33.26 ,20%,DARK BLOCK,$11.0M,ETF/Fund,ETFs,Miscellaneous," 1,711,543 ",147,N/A
11/15/2019,11:27:39 AM,EMLC," 287,700 ", $33.30 ,17%,DARK ISOAADay,$9.5M,ETF/Fund,ETFs,Miscellaneous," 1,711,543 ",147,N/A
11/15/2019,10:34:20 AM,EMLC," 236,863 ", $33.25 ,14%,DARK ISO,$7.8M,ETF/Fund,ETFs,Miscellaneous," 1,711,543 ",147,N/A
11/15/2019,5:40:29 PM,EMR," 130,332 ", $73.53 ,4%,DARK BLOCK,$9.5M,Equity,Electrical Equipment,Electrical Equipment," 2,919,789 ",614,20200204
11/15/2019,11:56:44 AM,EOG," 152,017 ", $73.70 ,3%,DARK ISO,$11.0M,Equity,Production & Extraction,Oil & Gas," 4,449,082 ",580,20200225
11/15/2019,4:00:37 PM,EOG," 112,503 ", $73.48 ,3%,DARK BLOCK,$8.2M,Equity,Production & Extraction,Oil & Gas," 4,449,082 ",580,20200225
11/15/2019,4:04:50 PM,EQH," 237,185 ", $23.79 ,4%,DARK BLOCK,$5.6M,Equity,General Insurance,Insurance," 5,405,855 ",489,20200227
11/15/2019,10:24:06 AM,ES," 388,200 ", $80.79 ,25%,DARK BLOCK,$31.0M,Equity,Electric Utilities,Electric Utilities," 1,553,044 ",323,20200219
11/15/2019,10:22:15 AM,ES," 182,900 ", $80.80 ,12%,DARK BLOCK,$14.0M,Equity,Electric Utilities,Electric Utilities," 1,553,044 ",323,20200219
11/15/2019,3:43:45 PM,ETFC," 137,658 ", $44.68 ,4%,DARK AVGPRC,$6.1M,Equity,Finance Intermediaries & Services,Investments & Brokers," 3,596,729 ",244,20200123
11/15/2019,4:24:49 PM,ETR," 102,910 ", $116.71 ,7%,DARK BLOCK,$12.0M,Equity,Electric Utilities,Electric Utilities," 1,529,313 ",198,20200219
11/15/2019,4:08:15 PM,EWJ," 420,000 ", $59.70 ,6%,DARK AVGPRC,$25.0M,ETF/Fund,ETFs,Miscellaneous," 6,569,040 ",228,N/A
11/15/2019,10:48:59 AM,EWJ," 380,234 ", $59.68 ,6%,DARK BLOCK,$22.0M,ETF/Fund,ETFs,Miscellaneous," 6,569,040 ",228,N/A
11/15/2019,10:09:58 AM,EWT," 251,762 ", $39.69 ,7%,DARK ISOBB,$9.9M,ETF/Fund,ETFs,Miscellaneous," 3,708,695 ",80,N/A
11/15/2019,12:08:24 PM,EWT," 202,500 ", $39.81 ,5%,DARK ISOAA,$8.0M,ETF/Fund,ETFs,Miscellaneous," 3,708,695 ",80,N/A
11/15/2019,12:00:24 PM,EWT," 153,336 ", $39.79 ,4%,DARK ISO,$6.1M,ETF/Fund,ETFs,Miscellaneous," 3,708,695 ",80,N/A
11/15/2019,11:19:37 AM,EWU," 190,000 ", $32.59 ,6%,DARK BLOCK,$6.1M,ETF/Fund,ETFs,Miscellaneous," 3,239,463 ",74,N/A
11/15/2019,10:11:00 AM,EWY," 161,080 ", $61.48 ,5%,DARK ISOAA,$9.9M,ETF/Fund,ETFs,Miscellaneous," 3,209,148 ",72,N/A
11/15/2019,12:09:44 PM,EWY," 152,720 ", $61.62 ,5%,DARK ISOAA,$9.4M,ETF/Fund,ETFs,Miscellaneous," 3,209,148 ",72,N/A
11/15/2019,1:09:30 PM,EWZ," 1,050,000 ", $43.12 ,4%,BLOCK,$45.0M,ETF/Fund,ETFs,Miscellaneous," 25,825,717 ",206,N/A
11/15/2019,11:22:38 AM,EWZ," 714,800 ", $43.03 ,3%,DARK BLOCK,$30.0M,ETF/Fund,ETFs,Miscellaneous," 25,825,717 ",206,N/A
11/15/2019,9:47:55 AM,EWZ," 460,366 ", $43.03 ,2%,DARK AVGPRC,$19.0M,ETF/Fund,ETFs,Miscellaneous," 25,825,717 ",206,N/A
11/15/2019,9:34:23 AM,EWZ," 283,953 ", $42.92 ,1%,DARK ISOBB,$12.0M,ETF/Fund,ETFs,Miscellaneous," 25,825,717 ",206,N/A
11/15/2019,9:54:06 AM,EWZ," 275,000 ", $42.93 ,1%,BLOCK,$11.0M,ETF/Fund,ETFs,Miscellaneous," 25,825,717 ",206,N/A
11/15/2019,12:51:03 PM,EWZ," 250,000 ", $43.11 ,1%,BLOCK,$10.0M,ETF/Fund,ETFs,Miscellaneous," 25,825,717 ",206,N/A
11/15/2019,4:18:58 PM,EWZ," 210,000 ", $43.11 ,1%,DARK AVGPRC,$9.0M,ETF/Fund,ETFs,Miscellaneous," 25,825,717 ",206,N/A
11/15/2019,3:03:13 PM,EWZ," 120,000 ", $43.09 ,0%,BLOCK,$5.1M,ETF/Fund,ETFs,Miscellaneous," 25,825,717 ",206,N/A
11/15/2019,2:37:33 PM,EZPW," 1,148,000 ", $5.15 ,203%,DARK BLOCK,$5.9M,Equity,Credit & Lending,Credit & Lending," 566,027 ",54,20191113
11/15/2019,10:50:11 AM,EZU," 571,499 ", $40.96 ,12%,DARK ISO,$23.0M,ETF/Fund,ETFs,Miscellaneous," 4,945,989 ",151,N/A
11/15/2019,4:01:52 PM,FAF," 679,275 ", $63.90 ,108%,DARK BLOCK,$43.0M,Equity,General Insurance,Insurance," 629,905 ",108,20200213
11/15/2019,4:00:03 PM,FANG," 284,844 ", $77.09 ,13%,DARK BLOCK,$21.0M,Equity,Production & Extraction,Oil & Gas," 2,254,130 ",159,20200218
11/15/2019,4:00:12 PM,FAST," 1,175,000 ", $36.33 ,21%,DARK AVGPRC,$42.0M,Equity,Retail - Hardware & Home Improvement,Retail," 5,507,677 ",570,20200116
11/15/2019,5:40:30 PM,FB," 289,135 ", $195.10 ,2%,DARK BLOCK,$56.0M,Equity,Internet & Software,IT Services & Software," 13,630,006 ",2437,20200129
11/15/2019,4:24:49 PM,FB," 201,743 ", $195.10 ,1%,DARK BLOCK,$39.0M,Equity,Internet & Software,IT Services & Software," 13,630,006 ",2437,20200129
11/15/2019,1:22:56 PM,FE," 496,813 ", $46.80 ,11%,DARK ISOBB,$23.0M,Equity,Electric Utilities,Electric Utilities," 4,325,572 ",538,20200218
11/15/2019,4:00:07 PM,FEYE," 385,776 ", $17.07 ,10%,DARK BLOCK,$6.5M,Equity,Peripherals,IT Hardware," 3,836,993 ",211,20200205
11/15/2019,4:26:59 PM,FEZ," 348,300 ", $39.92 ,15%,DARK BLOCK,$13.0M,ETF/Fund,ETFs,Miscellaneous," 2,263,593 ",54,N/A
11/15/2019,4:09:41 PM,FLMN," 2,500,000 ", $6.46 ,961%,DARK BLOCK,$16.0M,Equity,Production & Extraction,Oil & Gas," 260,068 ",85,20200225
11/15/2019,4:04:18 PM,FLO," 236,412 ", $21.48 ,29%,DARK BLOCK,$5.0M,Equity,Food,Food & Beverage," 818,842 ",194,20200205
11/15/2019,2:01:31 PM,FLOT," 299,384 ", $50.95 ,26%,DARK BLOCK,$15.0M,ETF/Fund,ETFs,Miscellaneous," 1,159,795 ",195,N/A
11/15/2019,11:30:13 AM,FLRN," 573,721 ", $30.75 ,53%,DARK ISOAADay,$17.0M,ETF/Fund,ETFs,Miscellaneous," 1,092,109 ",118,N/A
11/15/2019,4:10:32 PM,FLRN," 304,743 ", $30.75 ,28%,DARK BLOCK,$9.3M,ETF/Fund,ETFs,Miscellaneous," 1,092,109 ",118,N/A
11/15/2019,10:45:40 AM,FLTR," 260,939 ", $25.32 ,261%,DARK ISOAADay,$6.6M,ETF/Fund,ETFs,Miscellaneous," 99,797 ",19,N/A
11/15/2019,1:35:26 PM,FNDX," 120,700 ", $41.65 ,32%,DARK BLOCK,$5.0M,ETF/Fund,,," 374,546 ",140,N/A
11/15/2019,4:00:12 PM,FOLD," 777,000 ", $9.58 ,25%,DARK AVGPRC,$7.4M,Equity,Biotechnology,Pharmaceuticals & Biotechnology," 3,107,942 ",248,20200227
11/15/2019,3:08:18 PM,FTVA," 230,665 ", $27.59 ,586%,DARK ISOBB,$6.3M,ETF/Fund,,," 39,330 ",2,N/A
11/15/2019,11:44:51 AM,FXG," 266,525 ", $48.56 ,356%,DARK BLOCK,$12.0M,ETF/Fund,ETFs,Miscellaneous," 74,789 ",7,N/A
11/15/2019,11:45:05 AM,FXH," 189,010 ", $80.12 ,257%,DARK ISOBB,$15.0M,ETF/Fund,ETFs,Miscellaneous," 73,574 ",13,N/A
11/15/2019,12:30:47 PM,FXI," 1,350,000 ", $41.14 ,6%,BLOCK,$55.0M,ETF/Fund,ETFs,Miscellaneous," 24,357,209 ",106,N/A
11/15/2019,4:26:59 PM,FXI," 1,053,000 ", $41.13 ,4%,DARK BLOCK,$43.0M,ETF/Fund,ETFs,Miscellaneous," 24,357,209 ",106,N/A
11/15/2019,10:09:22 AM,FXI," 1,000,000 ", $41.04 ,4%,BLOCK,$41.0M,ETF/Fund,ETFs,Miscellaneous," 24,357,209 ",106,N/A
11/15/2019,11:03:32 AM,FXI," 600,000 ", $41.04 ,2%,BLOCK,$24.0M,ETF/Fund,ETFs,Miscellaneous," 24,357,209 ",106,N/A
11/15/2019,2:34:04 PM,FXI," 600,000 ", $41.12 ,2%,BLOCK,$24.0M,ETF/Fund,ETFs,Miscellaneous," 24,357,209 ",106,N/A
11/15/2019,1:23:31 PM,FXI," 560,700 ", $41.16 ,2%,DARK ISOAA,$23.0M,ETF/Fund,ETFs,Miscellaneous," 24,357,209 ",106,N/A
11/15/2019,9:38:39 AM,FXI," 395,581 ", $41.04 ,2%,DARK BLOCK,$16.0M,ETF/Fund,ETFs,Miscellaneous," 24,357,209 ",106,N/A
11/15/2019,4:20:34 PM,FXI," 336,000 ", $43.13 ,1%,DARK BLOCK,$14.0M,ETF/Fund,ETFs,Miscellaneous," 24,357,209 ",106,N/A
11/15/2019,10:54:53 AM,FXI," 142,500 ", $41.20 ,1%,BLOCK,$5.8M,ETF/Fund,ETFs,Miscellaneous," 24,357,209 ",106,N/A
11/15/2019,11:44:03 AM,FXL," 198,521 ", $70.10 ,127%,DARK ISOAADay,$13.0M,ETF/Fund,ETFs,Miscellaneous," 155,787 ",32,N/A
11/15/2019,11:44:37 AM,FXO," 373,940 ", $32.80 ,179%,DARK ISOBB,$12.0M,ETF/Fund,ETFs,Miscellaneous," 208,624 ",58,N/A
11/15/2019,2:28:45 PM,GBIL," 212,511 ", $100.36 ,107%,DARK ISO,$21.0M,ETF/Fund,,," 197,777 ",33,N/A
11/15/2019,4:11:44 PM,GDX," 5,360,960 ", $26.74 ,10%,DARK BLOCK,$143.0M,ETF/Fund,ETFs,Miscellaneous," 54,066,336 ",431,N/A
11/15/2019,4:56:16 PM,GDX," 5,360,960 ", $26.74 ,10%,DARK BLOCK,$143.0M,ETF/Fund,ETFs,Miscellaneous," 54,066,336 ",431,N/A
11/15/2019,5:40:30 PM,GE," 1,485,017 ", $11.52 ,3%,DARK BLOCK,$17.0M,Equity,Electrical Equipment,Electrical Equipment," 57,705,370 ",8634,20200130
11/15/2019,4:00:07 PM,GILD," 202,730 ", $65.07 ,3%,DARK BLOCK,$13.0M,Equity,Biotechnology,Pharmaceuticals & Biotechnology," 5,894,143 ",1262,20200203
11/15/2019,4:24:49 PM,GILD," 140,903 ", $65.07 ,2%,DARK BLOCK,$9.1M,Equity,Biotechnology,Pharmaceuticals & Biotechnology," 5,894,143 ",1262,20200203
11/15/2019,5:42:48 PM,GILD," 107,246 ", $65.07 ,2%,DARK BLOCK,$6.9M,Equity,Biotechnology,Pharmaceuticals & Biotechnology," 5,894,143 ",1262,20200203
11/15/2019,4:25:42 PM,GLD," 1,085,446 ", $138.19 ,14%,DARK AVGPRC,$149.0M,ETF/Fund,ETFs,Miscellaneous," 7,545,095 ",312,N/A
11/15/2019,4:26:27 PM,GLD," 1,085,446 ", $138.18 ,14%,DARK AVGPRC,$149.0M,ETF/Fund,ETFs,Miscellaneous," 7,545,095 ",312,N/A
11/15/2019,5:22:38 PM,GLD," 550,000 ", $138.21 ,7%,DARK BLOCK,$76.0M,ETF/Fund,ETFs,Miscellaneous," 7,545,095 ",312,N/A
11/15/2019,11:50:25 AM,GLD," 400,000 ", $138.04 ,5%,DARK BLOCK,$55.0M,ETF/Fund,ETFs,Miscellaneous," 7,545,095 ",312,N/A
11/15/2019,1:39:40 PM,GLD," 243,745 ", $138.31 ,3%,DARK AVGPRC,$33.0M,ETF/Fund,ETFs,Miscellaneous," 7,545,095 ",312,N/A
11/15/2019,1:03:23 PM,GLD," 159,222 ", $138.26 ,2%,DARK BLOCK,$22.0M,ETF/Fund,ETFs,Miscellaneous," 7,545,095 ",312,N/A
11/15/2019,4:26:59 PM,GLD," 150,000 ", $138.21 ,2%,DARK BLOCK,$20.0M,ETF/Fund,ETFs,Miscellaneous," 7,545,095 ",312,N/A
11/15/2019,1:23:14 PM,GLD," 132,685 ", $138.26 ,2%,DARK BLOCK,$18.0M,ETF/Fund,ETFs,Miscellaneous," 7,545,095 ",312,N/A
11/15/2019,1:47:41 PM,GLD," 106,149 ", $137.97 ,1%,DARK BLOCK,$14.0M,ETF/Fund,ETFs,Miscellaneous," 7,545,095 ",312,N/A
